name,price,unit_price,district_code,segment,type,area,level,remaining_years,date 
MAYFAIR MODERN,1067036,2109,21,RCR,New Sale,506,06 to 10,98.0,Jul-19
REGENT GROVE,780000,671,23,OCR,Resale,1163,06 to 10,77.0,Jul-19
DAINTREE RESIDENCE,1228350,1654,21,RCR,New Sale,743,01 to 05,97.0,Jul-19
PARC ROSEWOOD,520000,1208,25,OCR,Resale,431,01 to 05,91.0,Jul-19
PARC ROSEWOOD,513000,1191,25,OCR,Resale,431,01 to 05,91.0,Jul-19
THE SKYWOODS,1400000,1341,23,OCR,Resale,1044,06 to 10,92.0,Jul-19
MAYFAIR MODERN,2057999,2148,21,RCR,New Sale,958,06 to 10,98.0,Jul-19
PARC ROSEWOOD,640000,1062,25,OCR,Resale,603,01 to 05,91.0,Jul-19
MAYFAIR MODERN,1123500,1769,21,RCR,New Sale,635,06 to 10,98.0,Jul-19
1 KING ALBERT PARK,1880000,1468,21,RCR,Resale,1281,01 to 05,999.0,Jul-19
CAVENDISH PARK,1520000,1157,21,RCR,Resale,1313,01 to 05,71.0,Jul-19
TREE HOUSE,763000,1027,23,OCR,Resale,743,01 to 05,89.0,Jul-19
BULLION PARK,1428000,1154,26,OCR,Resale,1238,11 to 15,999.0,Jul-19
ROSEWOOD,890000,752,25,OCR,Resale,1184,11 to 15,80.0,Jul-19
DAINTREE RESIDENCE,1539000,1537,21,RCR,New Sale,1001,01 to 05,97.0,Jul-19
MAYFAIR GARDENS,1120000,1963,21,RCR,New Sale,570,01 to 05,98.0,Jul-19
DAINTREE RESIDENCE,1180800,1524,21,RCR,New Sale,775,01 to 05,97.0,Jul-19
PARC VISTA,1085000,862,22,OCR,Resale,1259,06 to 10,75.0,Jul-19
PARC OASIS,1450000,962,22,OCR,Resale,1507,11 to 15,71.0,Jul-19
HILLVIEW GREEN,1580000,999,21,OCR,Resale,1582,01 to 05,863.0,Jul-19
MAPLE WOODS,2150000,1560,21,RCR,Resale,1378,01 to 05,999.0,Jul-19
DAINTREE RESIDENCE,1165650,1747,21,RCR,New Sale,667,01 to 05,97.0,Jul-19
WOODHAVEN,905000,1064,25,OCR,Resale,850,01 to 05,91.0,Jul-19
HILLVIEW REGENCY,775000,857,23,OCR,Resale,904,06 to 10,80.0,Jul-19
HILLVIEW PARK,950000,1177,23,OCR,Resale,807,01 to 05,999.0,Jul-19
HILLVIEW PARK,970000,1099,23,OCR,Resale,883,01 to 05,999.0,Jul-19
HILLVIEW REGENCY,1100000,921,23,OCR,Resale,1195,21 to 25,80.0,Jul-19
PARK NATURA,2228000,1095,23,RCR,Resale,2034,01 to 05,999.0,Jul-19
GUILIN VIEW,1420000,904,23,OCR,Resale,1572,01 to 05,76.0,Jul-19
CASPIAN,1850000,1042,22,OCR,Resale,1776,16 to 20,88.0,Jul-19
ASTOR GREEN,1650000,1198,21,RCR,Resale,1378,11 to 15,71.0,Jul-19
DAINTREE RESIDENCE,1115100,1546,21,RCR,New Sale,721,01 to 05,97.0,Jul-19
HAZEL PARK CONDOMINIUM,2650000,989,23,OCR,Resale,2680,16 to 20,862.0,Jul-19
CASTLE GREEN,840000,887,26,OCR,Resale,947,06 to 10,73.0,Jul-19
HILLVIEW REGENCY,948000,855,23,OCR,Resale,1109,11 to 15,80.0,Jul-19
HILLVIEW GREEN,1150000,1149,21,OCR,Resale,1001,01 to 05,863.0,Jul-19
MAYFAIR MODERN,1647800,2041,21,RCR,New Sale,807,06 to 10,98.0,Jul-19
DAINTREE RESIDENCE,1098000,1546,21,RCR,New Sale,710,01 to 05,97.0,Jul-19
GLENDALE PARK,1590000,1273,23,OCR,Resale,1249,06 to 10,999.0,Jul-19
HILLVIEW REGENCY,948000,855,23,OCR,Resale,1109,11 to 15,80.0,Jul-19
HUME PARK II,1170000,1169,21,OCR,Resale,1001,06 to 10,999.0,Jul-19
CASHEW HEIGHTS CONDOMINIUM,1950000,1184,23,OCR,Resale,1647,11 to 15,862.0,Jul-19
MONTROSA,1060000,903,23,OCR,Resale,1173,01 to 05,865.0,Jul-19
MEADOWS @ PEIRCE,1880000,1059,26,OCR,Resale,1776,01 to 05,999.0,Jul-19
PARC VISTA,1050000,834,22,OCR,Resale,1259,06 to 10,75.0,Jul-19
PARC OASIS,1130000,921,22,OCR,Resale,1227,06 to 10,71.0,Jul-19
MI CASA,1190000,945,23,OCR,Resale,1259,16 to 20,88.0,Jul-19
THE JADE,1085000,1072,23,OCR,Resale,1012,11 to 15,81.0,Jul-19
MONT BOTANIK RESIDENCE,1088000,1555,23,OCR,New Sale,700,01 to 05,999.0,Jul-19
MAYFAIR GARDENS,969000,1875,21,RCR,New Sale,517,01 to 05,98.0,Jul-19
MAYFAIR MODERN,1279000,2049,21,RCR,New Sale,624,01 to 05,98.0,Jul-19
DAINTREE RESIDENCE,1691100,1603,21,RCR,New Sale,1055,01 to 05,97.0,Jul-19
THE LAKESHORE,1218888,1099,22,OCR,Resale,1109,11 to 15,82.0,Jul-19
THE NEXUS,2595000,1747,21,RCR,Resale,1485,01 to 05,999.0,Jul-19
WOODGROVE CONDOMINIUM,1438000,668,25,OCR,Resale,2153,01 to 05,77.0,Jul-19
THE CALROSE,1643000,1305,26,OCR,Resale,1259,01 to 05,999.0,Jul-19
IVORY HEIGHTS,1453888,855,22,OCR,Resale,1701,06 to 10,67.0,Jul-19
WOODGROVE CONDOMINIUM,868000,701,25,OCR,Resale,1238,01 to 05,77.0,Jul-19
HILLBROOKS,850000,1026,23,OCR,Resale,829,06 to 10,999.0,Jul-19
CASHEW HEIGHTS CONDOMINIUM,1850000,1123,23,OCR,Resale,1647,01 to 05,862.0,Jul-19
CHANTILLY RISE,1345000,1059,23,OCR,Resale,1270,06 to 10,999.0,Jul-19
ROSEWOOD,860000,733,25,OCR,Resale,1173,11 to 15,80.0,Jul-19
THE RAINTREE,1540000,1109,21,OCR,Resale,1389,01 to 05,83.0,Jul-19
HUME PARK I,1520000,1130,21,OCR,Resale,1346,01 to 05,999.0,Jul-19
THE MAYFAIR,1040000,895,22,OCR,Resale,1163,06 to 10,76.0,Jul-19
ROSEWOOD SUITES,1080000,545,25,OCR,Resale,1981,01 to 05,88.0,Jul-19
FOREST HILLS CONDOMINIUM,940000,766,26,OCR,Resale,1227,01 to 05,80.0,Jul-19
HILLVIEW REGENCY,790000,874,23,OCR,Resale,904,06 to 10,80.0,Jul-19
THE MAYFAIR,908000,959,22,OCR,Resale,947,11 to 15,76.0,Jul-19
PARC PALAIS,1910000,1191,21,OCR,Resale,1604,06 to 10,999.0,Jul-19
THE NEXUS,1580000,1668,21,RCR,Resale,947,06 to 10,999.0,Jul-19
PARC VISTA,1005000,772,22,OCR,Resale,1302,06 to 10,75.0,Jul-19
LE WOOD,1090000,955,21,OCR,Resale,1141,01 to 05,79.0,Jul-19
DAINTREE RESIDENCE,1105200,1532,21,RCR,New Sale,721,01 to 05,97.0,Jul-19
MAPLE WOODS,1480000,1618,21,RCR,Resale,915,06 to 10,999.0,Jul-19
SPRINGDALE CONDOMINIUM,1090000,1177,21,OCR,Resale,926,06 to 10,857.0,Jul-19
MAYFAIR GARDENS,1589560,2051,21,RCR,New Sale,775,01 to 05,98.0,Jul-19
HAZEL PARK CONDOMINIUM,1560000,1159,23,OCR,Resale,1346,11 to 15,862.0,Jul-19
THE WARREN,1088888,784,23,OCR,Resale,1389,01 to 05,81.0,Jul-19
MAYFAIR GARDENS,1211000,1907,21,RCR,New Sale,635,01 to 05,98.0,Jul-19
GLENDALE PARK,1700000,1206,23,OCR,Resale,1410,06 to 10,999.0,Jul-19
PARC ROSEWOOD,830000,1001,25,OCR,Resale,829,01 to 05,91.0,Jul-19
HILLVIEW HEIGHTS,1370000,1399,23,OCR,Resale,980,06 to 10,999.0,Jul-19
MAYFAIR MODERN,2134836,2045,21,RCR,New Sale,1044,06 to 10,98.0,Jul-19
MAYFAIR MODERN,2104443,2016,21,RCR,New Sale,1044,01 to 05,98.0,Jul-19
MAYFAIR GARDENS,3288880,2051,21,RCR,New Sale,1604,01 to 05,98.0,Jul-19
THE DAIRY FARM,2350000,1103,23,OCR,Resale,2131,01 to 05,999.0,Jul-19
TREE HOUSE,1520000,1078,23,OCR,Resale,1410,06 to 10,89.0,Jul-19
SIGNATURE PARK,1700000,1206,21,RCR,Resale,1410,01 to 05,999.0,Jul-19
WOODGROVE CONDOMINIUM,800000,646,25,OCR,Resale,1238,01 to 05,77.0,Jul-19
SIGNATURE PARK,1850000,1302,21,RCR,Resale,1421,06 to 10,999.0,Jul-19
THE CASCADIA,2020000,1632,21,RCR,Resale,1238,01 to 05,999.0,Jul-19
HILLVIEW REGENCY,850000,877,23,OCR,Resale,969,06 to 10,80.0,Jul-19
GUILIN VIEW,1480000,870,23,OCR,Resale,1701,06 to 10,76.0,Jul-19
CASTLE GREEN,828000,874,26,OCR,Resale,947,06 to 10,73.0,Jul-19
MI CASA,1210000,961,23,OCR,Resale,1259,16 to 20,88.0,Jul-19
GARDENVISTA,1400000,1288,21,RCR,Resale,1087,01 to 05,79.0,Jul-19
ROSEWOOD SUITES,949000,754,25,OCR,Resale,1259,01 to 05,88.0,Jul-19
ROSEWOOD,1050000,712,25,OCR,Resale,1475,01 to 05,80.0,Jul-19
THE SKYWOODS,930000,1309,23,OCR,Resale,710,06 to 10,92.0,Jul-19
THE LAKEFRONT RESIDENCES,1350000,1349,22,OCR,Resale,1001,11 to 15,90.0,Jul-19
CASHEW HEIGHTS CONDOMINIUM,1948000,1175,23,OCR,Resale,1658,16 to 20,862.0,Jul-19
THE WARREN,1050000,848,23,OCR,Resale,1238,06 to 10,81.0,Jul-19
CASPIAN,1400000,1131,22,OCR,Resale,1238,11 to 15,88.0,Jul-19
THE PETALS,1270000,1134,23,OCR,Resale,1119,06 to 10,999.0,Jul-19
WOODGROVE CONDOMINIUM,1050000,646,25,OCR,Resale,1625,01 to 05,77.0,Jul-19
HUME PARK II,1780000,1198,21,OCR,Resale,1485,06 to 10,999.0,Jul-19
MONT BOTANIK RESIDENCE,1150000,1644,23,OCR,New Sale,700,06 to 10,999.0,Jul-19
MAYFAIR MODERN,1818600,1877,21,RCR,New Sale,969,06 to 10,98.0,Jul-19
MAYFAIR MODERN,1930800,2015,21,RCR,New Sale,958,01 to 05,98.0,Jul-19
SIGNATURE PARK,1680000,1182,21,RCR,Resale,1421,01 to 05,999.0,Jul-19
CAVENDISH PARK,1550000,1180,21,RCR,Resale,1313,06 to 10,71.0,Jul-19
PALM GARDENS,716000,747,23,OCR,Resale,958,01 to 05,76.0,Jul-19
HILLVIEW RESIDENCE,1330000,1065,23,OCR,Resale,1249,01 to 05,865.0,Jul-19
HAZEL PARK CONDOMINIUM,1420000,1073,23,OCR,Resale,1324,01 to 05,862.0,Jul-19
MONTROSA,1288000,928,23,OCR,Resale,1389,01 to 05,865.0,Jul-19
HILLBROOKS,1100000,973,23,OCR,Resale,1130,01 to 05,999.0,Jul-19
CAVENDISH PARK,1230000,952,21,RCR,Resale,1292,01 to 05,71.0,Jul-19
MAYFAIR MODERN,2058000,1971,21,RCR,New Sale,1044,01 to 05,98.0,Jul-19
CASABLANCA,860000,761,25,OCR,Resale,1130,01 to 05,81.0,Jul-19
TREE HOUSE,1340000,1163,23,OCR,Resale,1152,16 to 20,89.0,Jul-19
SHERWOOD CONDOMINIUM,973000,1076,21,RCR,Resale,904,06 to 10,999.0,Jul-19
HILLVIEW GREEN,1620000,1024,21,OCR,Resale,1582,06 to 10,863.0,Jul-19
MAYFAIR MODERN,1716800,2127,21,RCR,New Sale,807,06 to 10,98.0,Jul-19
1 KING ALBERT PARK,2180000,1534,21,RCR,Resale,1421,06 to 10,999.0,Jul-19
MAYFAIR MODERN,2070800,1983,21,RCR,New Sale,1044,01 to 05,98.0,Jul-19
THE JADE,1370000,1018,23,OCR,Resale,1346,06 to 10,81.0,Jul-19
PARC OASIS,1292000,930,22,OCR,Resale,1389,06 to 10,71.0,Jul-19
MAYFAIR MODERN,2058000,1971,21,RCR,New Sale,1044,01 to 05,98.0,Jun-19
DAINTREE RESIDENCE,1080900,1594,21,RCR,New Sale,678,01 to 05,97.0,Jun-19
MAYFAIR MODERN,1640000,2031,21,RCR,New Sale,807,01 to 05,98.0,Jun-19
THE MADEIRA,880000,940,23,OCR,Resale,936,06 to 10,80.0,Jun-19
BULLION PARK,1360000,1099,26,OCR,Resale,1238,06 to 10,999.0,Jun-19
SYMPHONY HEIGHTS,2200000,1224,21,OCR,Resale,1798,01 to 05,999.0,Jun-19
WOODHAVEN,630000,1064,25,OCR,Resale,592,01 to 05,91.0,Jun-19
HIGHGATE,1890000,1186,21,RCR,Resale,1593,01 to 05,999.0,Jun-19
GARDENVISTA,1620000,1394,21,RCR,Resale,1163,06 to 10,79.0,Jun-19
PARC PALAIS,1950000,1216,21,OCR,Resale,1604,06 to 10,999.0,Jun-19
SIGNATURE PARK,1230000,1178,21,RCR,Resale,1044,01 to 05,999.0,Jun-19
HAZEL PARK CONDOMINIUM,1560000,1132,23,OCR,Resale,1378,06 to 10,862.0,Jun-19
BULLION PARK,890000,1102,26,OCR,Resale,807,06 to 10,999.0,Jun-19
PARC VISTA,903000,856,22,OCR,Resale,1055,01 to 05,75.0,Jun-19
SIGNATURE PARK,1810000,1284,21,RCR,Resale,1410,01 to 05,999.0,Jun-19
FREESIA WOODS,2000000,1408,21,OCR,Resale,1421,01 to 05,999.0,Jun-19
CLEMENTI PARK,2280000,1164,21,OCR,Resale,1959,01 to 05,999.0,Jun-19
TERRENE AT BUKIT TIMAH,2300000,1214,21,RCR,Resale,1894,01 to 05,865.0,Jun-19
PARC PALAIS,1750000,1178,21,OCR,Resale,1485,01 to 05,999.0,Jun-19
WOODHAVEN,630000,1064,25,OCR,Resale,592,01 to 05,91.0,Jun-19
MI CASA,1100000,881,23,OCR,Resale,1249,01 to 05,88.0,Jun-19
MEADOWLODGE,1550000,1286,21,RCR,Resale,1206,01 to 05,77.0,Jun-19
THE MADEIRA,1000000,787,23,OCR,Resale,1270,21 to 25,80.0,Jun-19
HIGHGATE,2100000,1284,21,RCR,Resale,1636,06 to 10,999.0,Jun-19
PARC PALAIS,1080000,1115,21,OCR,Resale,969,01 to 05,999.0,Jun-19
PARC ROSEWOOD,1180000,668,25,OCR,Resale,1765,01 to 05,91.0,Jun-19
CLEMENTI PARK,2800000,1204,21,OCR,Resale,2325,01 to 05,999.0,Jun-19
THE MADEIRA,2100000,790,23,OCR,Resale,2659,26 to 30,80.0,Jun-19
SPRINGDALE CONDOMINIUM,1280000,1143,21,OCR,Resale,1119,06 to 10,857.0,Jun-19
THE MADEIRA,1100000,866,23,OCR,Resale,1270,21 to 25,80.0,Jun-19
WOODHAVEN,630000,1045,25,OCR,Resale,603,01 to 05,91.0,Jun-19
SPRINGDALE CONDOMINIUM,1318000,1189,21,OCR,Resale,1109,01 to 05,857.0,Jun-19
SIGNATURE PARK,1350000,1306,21,RCR,Resale,1033,06 to 10,999.0,Jun-19
CAVENDISH PARK,1430000,1089,21,RCR,Resale,1313,01 to 05,71.0,Jun-19
THE MADEIRA,920000,872,23,OCR,Resale,1055,11 to 15,80.0,Jun-19
THE LAKEFRONT RESIDENCES,1460000,1211,22,OCR,Resale,1206,01 to 05,90.0,Jun-19
PARC VISTA,1260000,780,22,OCR,Resale,1615,06 to 10,75.0,Jun-19
ROSEWOOD,865000,737,25,OCR,Resale,1173,06 to 10,80.0,Jun-19
FORESQUE RESIDENCES,1450000,1132,23,OCR,Resale,1281,11 to 15,91.0,Jun-19
CHANTILLY RISE,685000,1079,23,OCR,Resale,635,01 to 05,999.0,Jun-19
MAYFAIR MODERN,1703200,2110,21,RCR,New Sale,807,01 to 05,98.0,Jun-19
GUILIN VIEW,719888,836,23,OCR,Resale,861,11 to 15,76.0,Jun-19
HILLBROOKS,1310000,1068,23,OCR,Resale,1227,01 to 05,999.0,Jun-19
MAYFAIR GARDENS,1135000,1990,21,RCR,New Sale,570,01 to 05,98.0,Jun-19
THE CASCADIA,2510000,1678,21,RCR,Resale,1496,06 to 10,999.0,Jun-19
HILLINGTON GREEN,1610000,1187,23,OCR,Resale,1356,06 to 10,863.0,Jun-19
REGENT HEIGHTS,805000,787,23,OCR,Resale,1023,21 to 25,75.0,Jun-19
PALM GARDENS,860000,707,23,OCR,Resale,1216,06 to 10,76.0,Jun-19
PARC VISTA,1030000,825,22,OCR,Resale,1249,01 to 05,75.0,Jun-19
PARC ROSEWOOD,520000,1208,25,OCR,Resale,431,01 to 05,91.0,Jun-19
CASTLE GREEN,830000,876,26,OCR,Resale,947,01 to 05,73.0,Jun-19
PALM GARDENS,850000,705,23,OCR,Resale,1206,11 to 15,76.0,Jun-19
CASHEW HEIGHTS CONDOMINIUM,1818000,1104,23,OCR,Resale,1647,06 to 10,862.0,Jun-19
HILLVIEW REGENCY,768000,849,23,OCR,Resale,904,01 to 05,80.0,Jun-19
SEASONS PARK,1165000,902,26,OCR,Resale,1292,06 to 10,75.0,Jun-19
HILLSTA,642000,1217,23,OCR,Resale,527,16 to 20,91.0,Jun-19
SIGNATURE PARK,1375000,1303,21,RCR,Resale,1055,06 to 10,999.0,Jun-19
HUME PARK II,1470000,1084,21,OCR,Resale,1356,01 to 05,999.0,Jun-19
HILLVIEW RESIDENCE,1338888,1063,23,OCR,Resale,1259,06 to 10,865.0,Jun-19
CASPIAN,1580000,1064,22,OCR,Resale,1485,01 to 05,88.0,Jun-19
WOODHAVEN,890000,1047,25,OCR,Resale,850,01 to 05,91.0,Jun-19
THE RAINTREE,1565000,1173,21,OCR,Resale,1335,06 to 10,83.0,Jun-19
THE MAYFAIR,1060000,895,22,OCR,Resale,1184,01 to 05,76.0,Jun-19
MAPLE WOODS,2070000,1479,21,RCR,Resale,1399,01 to 05,999.0,Jun-19
HIGHGATE,1720000,1158,21,RCR,Resale,1485,01 to 05,999.0,Jun-19
SPRINGDALE CONDOMINIUM,1720000,1239,21,OCR,Resale,1389,06 to 10,857.0,Jun-19
SIGNATURE PARK,1825000,1304,21,RCR,Resale,1399,06 to 10,999.0,Jun-19
THE CASCADIA,1790000,1540,21,RCR,Resale,1163,01 to 05,999.0,Jun-19
DAINTREE RESIDENCE,1062000,1566,21,RCR,New Sale,678,01 to 05,97.0,Jun-19
CASPIAN,1608000,1123,22,OCR,Resale,1432,16 to 20,88.0,Jun-19
THE MAYFAIR,998000,851,22,OCR,Resale,1173,01 to 05,76.0,Jun-19
PARC OASIS,1116000,909,22,OCR,Resale,1227,06 to 10,71.0,Jun-19
THOMSON GROVE,1000000,673,26,OCR,Resale,1485,01 to 05,999.0,Jun-19
GLENDALE PARK,1715000,1216,23,OCR,Resale,1410,06 to 10,999.0,Jun-19
HILLVIEW PARK,1480000,1034,23,OCR,Resale,1432,06 to 10,999.0,Jun-19
THE CREEK @ BUKIT,1730000,1869,21,RCR,Resale,926,01 to 05,999.0,Jun-19
CLEMENTI PARK,1420000,1055,21,OCR,Resale,1346,01 to 05,999.0,Jun-19
HILLSTA,717500,1130,23,OCR,Resale,635,11 to 15,91.0,Jun-19
MAYFAIR GARDENS,1500000,1742,21,RCR,New Sale,861,01 to 05,98.0,Jun-19
WOODHAVEN,668000,1070,25,OCR,Resale,624,01 to 05,91.0,May-19
MAYFAIR GARDENS,1195000,1820,21,RCR,New Sale,657,01 to 05,98.0,May-19
HILLVIEW REGENCY,1080000,956,23,OCR,Resale,1130,21 to 25,80.0,May-19
PARC OASIS,1150000,937,22,OCR,Resale,1227,06 to 10,71.0,May-19
CASABLANCA,868000,775,25,OCR,Resale,1119,11 to 15,81.0,May-19
CASTLE GREEN,1320000,936,26,OCR,Resale,1410,06 to 10,73.0,May-19
WOODHAVEN,878000,859,25,OCR,Resale,1023,01 to 05,91.0,May-19
MAYFAIR MODERN,2053300,2143,21,RCR,New Sale,958,01 to 05,98.0,May-19
THE CASCADIA,1550000,1778,21,RCR,Resale,872,01 to 05,999.0,May-19
THE HILLSIDE,1560000,1198,21,OCR,Resale,1302,06 to 10,999.0,May-19
THE CASCADIA,1750000,1767,21,RCR,Resale,990,06 to 10,999.0,May-19
HILLVISTA,1400000,1182,23,OCR,Resale,1184,01 to 05,999.0,May-19
MERAWOODS,1700000,951,23,OCR,Resale,1787,01 to 05,865.0,May-19
HILLINGTON GREEN,1560000,1150,23,OCR,Resale,1356,01 to 05,863.0,May-19
SOUTHAVEN II,2210000,1167,21,OCR,Resale,1894,06 to 10,857.0,May-19
REGENT HEIGHTS,828000,810,23,OCR,Resale,1023,26 to 30,75.0,May-19
LAKEVILLE,1750000,1378,22,OCR,Resale,1270,01 to 05,93.0,May-19
ROSEWOOD,740000,731,25,OCR,Resale,1012,01 to 05,80.0,May-19
HILLVISTA,1450000,1247,23,OCR,Resale,1163,06 to 10,999.0,May-19
HAZEL PARK CONDOMINIUM,1530000,1146,23,OCR,Resale,1335,11 to 15,862.0,May-19
MAPLE WOODS,2720000,1522,21,RCR,Resale,1787,01 to 05,999.0,May-19
FORESQUE RESIDENCES,845000,1138,23,OCR,Resale,743,06 to 10,91.0,May-19
THE BLOSSOMVALE,1450000,1604,21,RCR,Resale,904,06 to 10,864.0,May-19
HAZEL PARK CONDOMINIUM,1780000,1165,23,OCR,Resale,1528,16 to 20,862.0,May-19
MAYFAIR GARDENS,976000,1889,21,RCR,New Sale,517,01 to 05,98.0,May-19
DAINTREE RESIDENCE,1639900,1555,21,RCR,New Sale,1055,01 to 05,97.0,May-19
MAYFAIR MODERN,2466700,1910,21,RCR,New Sale,1292,06 to 10,98.0,May-19
SOUTHAVEN I,1300000,990,21,OCR,Resale,1313,01 to 05,74.0,May-19
THE MAYFAIR,1060000,879,22,OCR,Resale,1206,06 to 10,76.0,May-19
PALM GARDENS,980000,728,23,OCR,Resale,1346,01 to 05,76.0,May-19
GUILIN VIEW,1040000,826,23,OCR,Resale,1259,06 to 10,76.0,May-19
PARK NATURA,2328888,887,23,RCR,Resale,2626,01 to 05,999.0,May-19
FREESIA WOODS,2000000,1183,21,OCR,Resale,1690,01 to 05,999.0,May-19
TREE HOUSE,920000,1068,23,OCR,Resale,861,11 to 15,89.0,May-19
HILLVIEW HEIGHTS,1560000,1283,23,OCR,Resale,1216,01 to 05,999.0,May-19
THE WARREN,1020000,777,23,OCR,Resale,1313,01 to 05,81.0,May-19
PARC OASIS,1335000,886,22,OCR,Resale,1507,06 to 10,71.0,May-19
BUKIT REGENCY,1650000,1153,21,RCR,Resale,1432,01 to 05,999.0,May-19
ECO SANCTUARY,955000,1232,23,OCR,Resale,775,06 to 10,92.0,May-19
TREE HOUSE,1320000,1146,23,OCR,Resale,1152,16 to 20,89.0,May-19
HILLSTA,670000,1055,23,OCR,Resale,635,01 to 05,91.0,May-19
GLENDALE PARK,1770000,1175,23,OCR,Resale,1507,01 to 05,999.0,May-19
GARDENVISTA,1100000,1400,21,RCR,Resale,786,01 to 05,79.0,May-19
MAYFAIR MODERN,2017600,2106,21,RCR,New Sale,958,01 to 05,98.0,May-19
SOUTHAVEN II,2100000,1108,21,OCR,Resale,1894,01 to 05,857.0,May-19
SOUTHAVEN II,2200000,1161,21,OCR,Resale,1894,01 to 05,857.0,May-19
IVORY HEIGHTS,1570000,941,22,OCR,Resale,1668,06 to 10,67.0,May-19
CASTLE GREEN,948000,779,26,OCR,Resale,1216,01 to 05,73.0,May-19
CASTLE GREEN,1360000,964,26,OCR,Resale,1410,11 to 15,73.0,May-19
FORESQUE RESIDENCES,630000,1361,23,OCR,Resale,463,11 to 15,91.0,May-19
REGENT HEIGHTS,924000,795,23,OCR,Resale,1163,21 to 25,75.0,May-19
HAZEL PARK CONDOMINIUM,1500000,1124,23,OCR,Resale,1335,11 to 15,862.0,May-19
HUME PARK I,1600000,1180,21,OCR,Resale,1356,01 to 05,999.0,May-19
MAYFAIR GARDENS,1138000,1958,21,RCR,New Sale,581,01 to 05,98.0,May-19
MAYFAIR MODERN,1743000,2159,21,RCR,New Sale,807,06 to 10,98.0,May-19
MAPLE WOODS,1490000,1521,21,RCR,Resale,980,01 to 05,999.0,May-19
JARDIN,2700000,1598,21,RCR,Resale,1690,06 to 10,999.0,May-19
TREE HOUSE,1280000,1101,23,OCR,Resale,1163,16 to 20,89.0,May-19
CASABLANCA,935000,790,25,OCR,Resale,1184,11 to 15,81.0,May-19
CASTLE GREEN,1068000,878,26,OCR,Resale,1216,01 to 05,73.0,May-19
THE CASCADIA,2600000,1738,21,RCR,Resale,1496,01 to 05,999.0,May-19
THE RAINTREE,1100000,1188,21,OCR,Resale,926,06 to 10,83.0,May-19
HUME PARK II,1760000,1193,21,OCR,Resale,1475,06 to 10,999.0,May-19
HILLINGTON GREEN,1688000,1104,23,OCR,Resale,1528,06 to 10,863.0,May-19
THE LAKEFRONT RESIDENCES,990000,1373,22,OCR,Resale,721,06 to 10,90.0,May-19
ECO SANCTUARY,1280000,1307,23,OCR,Resale,980,21 to 25,92.0,May-19
CASTLE GREEN,840000,887,26,OCR,Resale,947,06 to 10,73.0,May-19
CASTLE GREEN,865000,913,26,OCR,Resale,947,01 to 05,73.0,May-19
SYMPHONY HEIGHTS,1665000,1181,21,OCR,Resale,1410,01 to 05,999.0,May-19
PARC ROSEWOOD,518000,1203,25,OCR,Resale,431,01 to 05,91.0,May-19
SIGNATURE PARK,1370000,1326,21,RCR,Resale,1033,06 to 10,999.0,May-19
MI CASA,1170000,929,23,OCR,Resale,1259,06 to 10,88.0,May-19
HILLVIEW HEIGHTS,1960000,1175,23,OCR,Resale,1668,06 to 10,999.0,May-19
MAYFAIR MODERN,1040900,2057,21,RCR,New Sale,506,06 to 10,98.0,May-19
DAINTREE RESIDENCE,1210000,1784,21,RCR,New Sale,678,01 to 05,97.0,May-19
MAYFAIR MODERN,1499100,2079,21,RCR,New Sale,721,06 to 10,98.0,May-19
MAYFAIR GARDENS,1454000,1850,21,RCR,New Sale,786,01 to 05,98.0,May-19
MAYFAIR GARDENS,1514000,1736,21,RCR,New Sale,872,01 to 05,98.0,May-19
SPRINGDALE CONDOMINIUM,1380000,1198,21,OCR,Resale,1152,06 to 10,857.0,May-19
SYMPHONY HEIGHTS,1720000,1117,21,OCR,Resale,1539,01 to 05,999.0,May-19
PALM GARDENS,886000,735,23,OCR,Resale,1206,11 to 15,76.0,May-19
MONT BOTANIK RESIDENCE,1260000,1801,23,OCR,New Sale,700,06 to 10,999.0,May-19
PARC ROSEWOOD,850000,877,25,OCR,Resale,969,01 to 05,91.0,May-19
MEADOWS @ PEIRCE,1600000,1315,26,OCR,Resale,1216,01 to 05,999.0,May-19
THE BLOSSOMVALE,2053000,1514,21,RCR,Resale,1356,06 to 10,864.0,May-19
MEADOWS @ PEIRCE,1550000,1274,26,OCR,Resale,1216,01 to 05,999.0,May-19
J GATEWAY,900000,1818,22,OCR,Resale,495,31 to 35,92.0,May-19
PARK NATURA,1680000,1099,23,RCR,Resale,1528,01 to 05,999.0,May-19
FORESQUE RESIDENCES,1300000,1150,23,OCR,Resale,1130,01 to 05,91.0,May-19
THE LAKEFRONT RESIDENCES,960000,1351,22,OCR,Resale,710,01 to 05,90.0,May-19
ROSEWOOD,873888,745,25,OCR,Resale,1173,11 to 15,80.0,May-19
CASPIAN,1640000,1172,22,OCR,Resale,1399,01 to 05,88.0,May-19
THE WARREN,1255000,851,23,OCR,Resale,1475,01 to 05,81.0,May-19
HILLVIEW REGENCY,1120000,1000,23,OCR,Resale,1119,21 to 25,80.0,May-19
CASTLE GREEN,980000,851,26,OCR,Resale,1152,01 to 05,73.0,May-19
THE RAINTREE,1460000,1121,21,OCR,Resale,1302,01 to 05,83.0,May-19
DAINTREE RESIDENCE,1304350,1683,21,RCR,New Sale,775,01 to 05,97.0,May-19
